name,type,region,lat,lng,address,tel,email,web,contact1_name,contact1_role,contact1_email
Mark Lovell,distributor,OTHER — United Kingdom,51.82597,1.14263,"Little Clacton, United Kingdom",448000000000,,,,Contact,
V & C Ventilation Ltd,distributor,HVAC — United Kingdom,51.85294,-2.26689,"Hempsted, United Kingdom",441000000000,,,,Contact,
Rexel Gloucester,distributor,ELECTRICAL — United Kingdom,51.86424,-2.23816,"Gloucester, United Kingdom",,,,,Chris Appleton,
Rexel - Luton,distributor,ELECTRICAL — United Kingdom,51.87867,-0.42003,"Luton, United Kingdom",,,,,Toby House,
Eifion D Roberts,distributor,OTHER — United Kingdom,51.88469,-3.99143,"Llandeilo, United Kingdom",442000000000,,,,Contact,
BEW Electrical Distributors Ltd - Colchester,distributor,ELECTRICAL — United Kingdom,51.89593,0.89187,"Colchester, United Kingdom",,,,,Josh Wade,
Bury Fixings Group,distributor,FIXINGS — United Kingdom,51.89593,0.89187,"Colchester, United Kingdom",448000000000,,,,Josh Wade,
P & M Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,51.89593,0.89187,"Colchester, United Kingdom",441000000000,,,,Josh Wade,
Surefix Industrial Supplies,distributor,OTHER — United Kingdom,51.89643,-2.07431,"Cheltenham, United Kingdom",441000000000,,,,Chris Appleton,
Templegate Electrical Supplies Ltd - Gloucester,distributor,ELECTRICAL — United Kingdom,51.89643,-2.07431,"Cheltenham, United Kingdom",441000000000,mark.hurley@templegate.co.uk,,Mark Hurley,Chris Appleton,
Aask Us Ltd,distributor,OTHER — United Kingdom,51.9,-1.15315,"Bicester, United Kingdom",442000000000,,,,Toby House,
Light City Ltd,distributor,OTHER — United Kingdom,51.90323,-0.1852,"Stevenage, United Kingdom",441000000000,james@lightcity.uk,,James Plester,Toby House,
BAKS,distributor,OTHER — Poland,51.91944,19.14514,"Poland, Poland",48227108100,jacek.kwiatkowski@baks.com.pl,,Jacek Kwiatkowski,Contact,
Staalkabelstunter,distributor,OTHER — Netherlands,51.93303,5.62971,"Opheusden, Netherlands",31488410119,pieter@staalkabelstunter.com,,Pieter van Walsem,Contact,
ASM Engineering Ltd,distributor,OTHER — United Kingdom,51.94921,-0.28341,"Hitchin, United Kingdom",441000000000,,,,Toby House,
Asset Fixings & Tools Ltd,distributor,FIXINGS — United Kingdom,51.94921,-0.28341,"Hitchin, United Kingdom",441000000000,,,,Toby House,
Quicksharp Ltd,distributor,OTHER — United Kingdom,51.98119,-1.00939,"Gawcott, United Kingdom",441000000000,,,,Contact,
Rexel - Milton Keynes Mount Farm,distributor,ELECTRICAL — United Kingdom,52.00218,-0.75014,"Bletchley, United Kingdom",,,,,Toby House,
Rexel - Preston,distributor,ELECTRICAL — United Kingdom,52.03286,1.17666,"Fletcher Road, United Kingdom",,,,,Contact,
Rexel - Hereford,distributor,ELECTRICAL — United Kingdom,52.0564,-2.71597,"Hereford, United Kingdom",,,,,Chris Appleton,
OCS Global Facilities management,distributor,OTHER — United Kingdom,52.05967,1.14809,"Ipswich, United Kingdom",,,,,Toby House,
SIG Fixings Ltd - Ipswich,distributor,FIXINGS — United Kingdom,52.05967,1.14809,"Ipswich, United Kingdom",,,,,Toby House,
Cromwell Tools Banbury,distributor,OTHER — United Kingdom,52.0629,-1.33977,"Banbury, United Kingdom",441000000000,,,,Josh Wade,
JBM Electrical Portsmouth - 406,distributor,ELECTRICAL — United Kingdom,52.06919,-1.374,"Drayton, United Kingdom",442000000000,,,,Toby House,
038 Edmundson Electrical Ipswich,distributor,ELECTRICAL — Ipswich — United Kingdom,52.0819,1.11591,"11 Arkwright Road,, Hadleigh Road Industrial Estate, Hull, IP1 5NX, United Kingdom",01473 744777,steve.button@eel.co.uk,,STEVE BUTTON,Gemma Lawless,G.Lawless@zip-clip.com
Worcester Electrical Distributors Ltd - Evesham,distributor,ELECTRICAL — United Kingdom,52.09215,-1.94677,"Evesham, United Kingdom",441000000000,timgreen@worcesterelectrical.co.uk,,Tim Green,Contact,
Speller Metcalfe,distributor,OTHER — United Kingdom,52.11165,-2.32607,"Great Malvern, United Kingdom",,,,,Contact,
Powerworks Wholesale Limited,distributor,ELECTRICAL — United Kingdom,52.11792,-0.49679,"Kempston, United Kingdom",441000000000,books@powerworkswholesale.co.uk,,Books Rattu,Toby House,
BEW Electrical Distributors Ltd - Bedford,distributor,ELECTRICAL — United Kingdom,52.13866,-0.46677,"Bedford, United Kingdom",,,,,Toby House,
Cable Management Warehouse,distributor,ELECTRICAL — United Kingdom,52.13866,-0.46677,"Bedford, United Kingdom",441000000000,,,,Toby House,
GDA Electrical Wholesaler LTD,distributor,ELECTRICAL — United Kingdom,52.13866,-0.46677,"Bedford, United Kingdom",441000000000,,,,Toby House,
Greenmill AC,distributor,OTHER — United Kingdom,52.13866,-0.46677,"Bedford, United Kingdom",441000000000,purchasing@greenmillac.com,,,Toby House,
Kier Bedfordshire Office,distributor,OTHER — United Kingdom,52.17059,-0.2918,"Tempsford, United Kingdom",,,,,Contact,
Templegate Electrical Supplies Ltd - Swansea,distributor,ELECTRICAL — United Kingdom,52.17991,-4.15136,"Felinfach, United Kingdom",442000000000,mark.hurley@templegate.co.uk,,Mark Hurley,Chris Appleton,
BEW Electrical Distributors Ltd - Cambridge,distributor,ELECTRICAL — United Kingdom,52.19508,0.13127,"Cambridge, United Kingdom",,,,,Toby House,
Cambridge Electrical Wholesale Limited,distributor,ELECTRICAL — United Kingdom,52.19508,0.13127,"Cambridge, United Kingdom",441000000000,,,,Toby House,
Rexel - Cambridge,distributor,ELECTRICAL — United Kingdom,52.19508,0.13127,"Cambridge, United Kingdom",,,,,Toby House,
035 Edmundson Electrical Cambridge,distributor,ELECTRICAL — Cambridge — United Kingdom,52.20868,0.14917,"Unit 8, Coldhams Road Ind Estate, Camberley, CB1 3EW, United Kingdom",01223 243221,jeffrey.buchanan@eel.co.uk,,JEFFREY BUCHANAN,Liam Cook,L.Cook@zip-clip.com
Worcester Electrical Distributors Ltd - Worcester,distributor,ELECTRICAL — United Kingdom,52.21402,-2.19781,"Blackpole Road, United Kingdom",442000000000,timgreen@worcesterelectrical.co.uk,,Tim Green,Contact,
Artse,distributor,OTHER — Poland,52.22968,21.01223,"Warszawa Poland, Poland",48515802670,,,,Contact,
Aspect Exibihitions,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
DTR Electrical supplies Limited,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
DTR Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Electric Hub Wholesale Limited,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,info@electric-hub.co.uk,,Mark Lyon,Liam Cook,
Eyre & Elliston Ltd - Northampton,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Hawes Signs Ltd,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Lincs Electrical Wholesalers Ltd - Northampton,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",,,,,Liam Cook,
Lindab Ltd,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,sarah.downes@lindab.com,,Sarah Downes,Liam Cook,
MAG Associates Ltd,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Midshires Electrical & Lighting Ltd,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Liam Cook,
Northampton Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Sutch Lifting Equipment Ltd,distributor,OTHER — United Kingdom,52.23707,-0.89444,"Northampton, United Kingdom",442000000000,,,,Liam Cook,
Airwent System,distributor,OTHER — Poland,52.25041,20.8451,"Stare Babice, Poland",48603554434,biuro@airwent-system.pl,,,Contact,
Insite Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.25603,-1.16259,"Daventry, United Kingdom",441000000000,sales@insiteelectrical.co.uk,,"Stacy Kempson,",Toby House,
Fairway Interiors Ltd,distributor,OTHER — United Kingdom,52.29255,-1.77987,"Henley-in-Arden, United Kingdom",442000000000,,,,Toby House,
Hy-lyne,distributor,OTHER — United Kingdom,52.30897,-1.94094,"Redditch, United Kingdom",442000000000,,,,Liam Cook,
Eyre & Elliston Ltd - Huntingdon,distributor,OTHER — United Kingdom,52.33049,-0.18653,"Huntingdon, United Kingdom",441000000000,,,,Toby House,
Barrie Beard,distributor,OTHER — United Kingdom,52.33559,-2.06191,"Bromsgrove, United Kingdom",442000000000,chrisw@barriebeard.co.uk,,Chris Wedgbrow,Liam Cook,
Datapower Installations,distributor,ELECTRICAL — United Kingdom,52.33559,-2.06191,"Bromsgrove, United Kingdom",442000000000,,,,Liam Cook,
MIDA,distributor,OTHER — United Kingdom,52.33559,-2.06191,"Bromsgrove, United Kingdom",442000000000,liz@mida.co.uk,,Liz Hogarth,Liam Cook,
Rexel (WF) Bromsgrove,distributor,ELECTRICAL — United Kingdom,52.33559,-2.06191,"Bromsgrove, United Kingdom",,,,,Liam Cook,
Air Conditioning One Ltd,distributor,HVAC — United Kingdom,52.3417,-0.54103,"Raunds, United Kingdom",448000000000,,,,Contact,
Crackerjack Marquees,distributor,OTHER — United Kingdom,52.34326,1.50264,"Halesworth, United Kingdom",448000000000,,,,Contact,
C.E.F Data Centres Division,distributor,OTHER — United Kingdom,52.34956,-1.58073,"Kenilworth, United Kingdom",,,,,Liam Cook,
C.E.F. Nuclear Division,distributor,OTHER — United Kingdom,52.34956,-1.58073,"Kenilworth, United Kingdom",,,,,Liam Cook,
C.E.F. Retail Projects Division,distributor,OTHER — United Kingdom,52.34956,-1.58073,"Kenilworth, United Kingdom",,,,,Liam Cook,
CEF Major Projects Divisions,distributor,ELECTRICAL — United Kingdom,52.34956,-1.58073,"Kenilworth, United Kingdom",,,,,Liam Cook,
Air Technology Systems Ltd,distributor,OTHER — United Kingdom,52.3919,-2.11887,"Belbroughton, United Kingdom",442000000000,,,,Contact,
Switch Electrical Wholesale Limited Kettering,distributor,ELECTRICAL — United Kingdom,52.39632,-0.73025,"Kettering, United Kingdom",,,,,Toby House,
Rexel - Shirley,distributor,ELECTRICAL — United Kingdom,52.41045,-1.81937,"Shirley, United Kingdom",,,,,Contact,
Rexel - Coventry,distributor,ELECTRICAL — United Kingdom,52.41282,-1.50895,"Coventry, United Kingdom",,,,,Liam Cook,
Harniss Building Services Solutions,distributor,OTHER — United Kingdom,52.41912,-0.69879,"Weekley, United Kingdom",442000000000,,,,Contact,
Shipley Weston,distributor,OTHER — United Kingdom,52.45689,-2.14873,"Stourbridge, United Kingdom",,steve@shipleyweston.co.uk,,Steve Weston,Liam Cook,
Hawks Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,52.47181,-2.08208,"Cradley Heath, United Kingdom",,,,,Liam Cook,
R J Electrical,distributor,ELECTRICAL — United Kingdom,52.47361,-1.88089,"Bordesley, United Kingdom",441000000000,ryan.ward@rjelectricalcontractors.co.uk,,Ryan Ward,Contact,
Galvanised Specialists Ltd /GS Products,distributor,OTHER — United Kingdom,52.47507,-1.82983,"West Midlands, United Kingdom",1216010480,,,,Contact,
CMC Birmingham Ltd,distributor,OTHER — United Kingdom,52.48,-1.99,"Oldbury, Warley, United Kingdom",441000000000,robert@cmcbirmingham.co.uk,,Bob Tonks,Josh Wade,
BSN Construction,distributor,OTHER — United Kingdom,52.48217,-2.12031,"Brierley Hill,, United Kingdom",441000000000,,,,Liam Cook,
Total Ventilation Supplies Ltd,distributor,HVAC — United Kingdom,52.48217,-2.12031,"Brierley Hill, United Kingdom",441000000000,,,,Liam Cook,
Antifriction Components Ltd,distributor,OTHER — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,,,,Liam Cook,
Bal Group (Aluminium) Ltd,distributor,OTHER — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,skane@bal-group.com,,Steve Kane,Liam Cook,
Central Electrical Lighting Ltd,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Liam Cook,
Coleman Electrical Services,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",442000000000,,,,Liam Cook,
Flick Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,,,,Liam Cook,
N G Bailey Birmingham Office,distributor,OTHER — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,david.hurcomb@ngbailey.co.uk,,David Stuart Hurcomb Hurcomb,Liam Cook,
Rexel - Birmingham,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",,,,,Liam Cook,
Rexel Commercial Team,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",,,,,Liam Cook,
Skerritt Electrical,distributor,ELECTRICAL — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",4400000000000,,,,Liam Cook,
Spiral Ductwork Services,distributor,HVAC — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",441000000000,,,,Liam Cook,
Ventu Group Ltd,distributor,OTHER — United Kingdom,52.48227,-1.89001,"Birmingham, United Kingdom",1582321890,,,,Liam Cook,
CGE Services Ltd,distributor,OTHER — United Kingdom,52.48398,-2.13934,"Leys Road, United Kingdom",441000000000,lisa@cgeservices.co.uk,,Lisa McManas,Contact,
Zicam Electrical Supplies,distributor,ELECTRICAL — United Kingdom,52.48654,-1.93823,"Dudley Road, United Kingdom",1384344998,,,,Liam Cook,
Rexel - Dudley,distributor,ELECTRICAL — United Kingdom,52.49108,-2.10145,"Narrowboat Way, United Kingdom",,,,,Contact,
PHC (Powred Heating Components Ltd) Smwthwick,distributor,HVAC — United Kingdom,52.4924,-1.96521,"Smethwick, United Kingdom",441000000000,,,,Liam Cook,
BEW Electrical Distributors Ltd - Aston Birmingham,distributor,ELECTRICAL — United Kingdom,52.50483,-1.89151,"Aston, United Kingdom",,,,,Liam Cook,
BEW Electrical Distributors Ltd - Aston Birmingham,distributor,ELECTRICAL — United Kingdom,52.50483,-1.89151,"Aston, United Kingdom",,,,,Liam Cook,
Rexel - Birmingham Heneage St,distributor,ELECTRICAL — United Kingdom,52.50483,-1.89151,"Aston, United Kingdom",,,,,Liam Cook,
Denwire Ltd,distributor,ELECTRICAL — United Kingdom,52.51067,-2.0866,"Dudley, United Kingdom",441000000000,,,,Liam Cook,
Marinox UK,distributor,OTHER — United Kingdom,52.51067,-2.0866,"Dudley, United Kingdom",448000000000,,,,Liam Cook,
Vanguard Fixings Ltd,distributor,FIXINGS — United Kingdom,52.51067,-2.0866,"Dudley, United Kingdom",442000000000,,,,Liam Cook,
David Colwell Design,distributor,OTHER — United Kingdom,52.51639,-3.42875,"Caersws, United Kingdom",442000000000,,,,Contact,
Atkore,distributor,OTHER — United Kingdom,52.51766,-1.99516,"West Bromwich, United Kingdom",441000000000,dhall@atkore.com,,Danny Hall,Liam Cook,
Atkore UK,distributor,OTHER,52.51766,-1.99516,West Bromwich,012 5806300,dhall@atkore.com,,Danny Hall,Contact,
LENSON SELECT,distributor,OTHER — United Kingdom,52.51766,-1.99516,"West Bromwich, United Kingdom",441000000000,sales@lenson-select.co.uk,,Stewart Griffiths,Liam Cook,
MasterTrade Supplies Ltd,distributor,OTHER — United Kingdom,52.52625,-2.06606,"Tipton, United Kingdom",441000000000,nigel.smith@mastertrade.co.uk,,Nigel Smith,Liam Cook,
HAS-Vent Ltd - Bury,distributor,OTHER — United Kingdom,52.53353,-2.18733,"Bury, United Kingdom",,,,,Liam Cook,
HAS-Vent Ltd - Leeds,distributor,OTHER — United Kingdom,52.53353,-2.18733,"Leeds, United Kingdom",,,,,Liam Cook,
HAS-Vent Ltd - Liverpool,distributor,OTHER — United Kingdom,52.53353,-2.18733,"Liverpool, United Kingdom",,,,,Liam Cook,
HAS-Vent Ltd - Stoke On Trent,distributor,OTHER — United Kingdom,52.53353,-2.18733,"Stoke On trent, United Kingdom",,,,,Liam Cook,
HAS-Vent Ltd - Wombourne,distributor,OTHER — United Kingdom,52.53353,-2.18733,"Wombourne, United Kingdom",,,,,Liam Cook,
Static Systems Group,distributor,OTHER — United Kingdom,52.53353,-2.18733,United Kingdom,442000000000,andrew.billingham@staticsystems.co.uk,,Andrew Billingham,Liam Cook,
Power and Light Limited Weymouth,distributor,ELECTRICAL — United Kingdom,52.53446,-2.42455,"Bridgnorth, United Kingdom",442000000000,andy@powerandlight.ltd,,Andy Downes,Contact,
019 Edmundson Electrical Wednesbury/West Brom,distributor,ELECTRICAL — Wednesbury/West Brom — United Kingdom,52.54565,-2.03286,"Parkway Industrial Estate, Unit 5 Pacific Ave, Huddersfield, WS10 7WP, United Kingdom",0121 506 4700,rob.steer@eel.co.uk,,Rob Steer,Josh Wade,J.Wade@zip-clip.com
Strut Direct Ltd,distributor,FIXINGS — United Kingdom,52.55289,-2.02208,"Wednesbury, United Kingdom",442000000000,,,,Josh Wade,
Ductmann Ltd,distributor,OTHER — United Kingdom,52.5656,-2.07409,"Bilston, United Kingdom",442000000000,,,,Liam Cook,
BEW Electrical Distributors Ltd - Peterborough,distributor,ELECTRICAL — United Kingdom,52.57032,-0.2408,"Peterborough, United Kingdom",,,,,Liam Cook,
Current Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,52.57032,-0.2408,"Peterborough, United Kingdom",442000000000,,,,Liam Cook,
Rexel - Peterborough,distributor,ELECTRICAL — United Kingdom,52.57032,-0.2408,"Peterborough, United Kingdom",,,,,Liam Cook,
Switch Electrical Wholesale Limited Peterborough,distributor,ELECTRICAL — United Kingdom,52.57032,-0.2408,"Peterborough, United Kingdom",,,,,Liam Cook,
MacLean International Group Limited Gorleston on sea,distributor,OTHER — United Kingdom,52.57064,1.73421,"Gorleston-On-Sea, United Kingdom",441000000000,,,,Contact,
A & M Ductwork Ltd,distributor,HVAC — United Kingdom,52.58502,-2.05763,"Willenhall, United Kingdom",442000000000,adrian@amductwork.co.uk,,Adrian O'Donovan,Liam Cook,
CED Wolverhampton,distributor,OTHER — United Kingdom,52.58502,-2.05763,"Willenhall, United Kingdom",442000000000,,,,Liam Cook,
Eco-1 Electrical Solutions Ltd - Walsall,distributor,ELECTRICAL — United Kingdom,52.58664,-1.98453,"Walsall, United Kingdom",442000000000,james.moore@eco-1.co.uk,,James Moore,Liam Cook,
Operational Resources,distributor,OTHER — United Kingdom,52.58664,-1.98453,"Walsall, United Kingdom",442000000000,,,,Liam Cook,
R D Jukes,distributor,OTHER — United Kingdom,52.58664,-1.98453,"Walsall, United Kingdom",442000000000,l.biddle@rdjukes.co.uk,,Lesley Biddle,Liam Cook,
Brammer,distributor,OTHER,52.58682,-2.12566,Wolverhampton,448000000000,,,,Contact,
CKW Contracts Ltd,distributor,OTHER — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,nmorgan@ckwcontracts.co.uk,,Nigel Morgan,Liam Cook,
Dalvie Storage Systems Ltd,distributor,OTHER — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,,,,Liam Cook,
M.E.G.S. Ltd,distributor,OTHER — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,,,,Liam Cook,
Monks & Crane Ind Group Ltd - Norwich,distributor,OTHER — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,,,,Liam Cook,
Nationwide Elec & Security Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,,,,Liam Cook,
Parklane Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,purchasing@ne-electrical.co.uk,,,Liam Cook,
Total Construction Supplies,distributor,OTHER — United Kingdom,52.58682,-2.12566,"Wolverhampton, United Kingdom",442000000000,,,,Liam Cook,
032 Edmundson Electrical Great Yarmouth,distributor,ELECTRICAL — Great Yarmouth — United Kingdom,52.59085,1.71036,"GAPTON HALL INDUSTRIAL ESTATE, NE Lincs, NR31 0LT, United Kingdom",01493 442078,adam.ewles@eel.co.uk,,ADAM EWLES,Liam Cook,L.Cook@zip-clip.com
Power and Light Limited Bridgnorth,distributor,ELECTRICAL — United Kingdom,52.61103,-1.91421,"Aldridge, United Kingdom",442000000000,andy@powerandlight.ltd,,Andy Downes,Contact,
SJ Roberts Construction,distributor,OTHER — United Kingdom,52.61574,-3.05391,"Marton, United Kingdom",01743 892017,oliver.heighway@sjroberts.com,,Oliver heighway,Contact,
Premier Electrical 1988 Ltd,distributor,ELECTRICAL — United Kingdom,52.6174,-2.00434,"Bloxwich Walsall, United Kingdom",1922711262,,,,Liam Cook,
Briggs & Forrester Engineering Services LTD,distributor,OTHER — United Kingdom,52.62926,1.29788,"Norwich, United Kingdom",442000000000,morris.wilks@briggs.uk.com,,Morris Wilks,Toby House,
Briggs & Forrester Special Projects,distributor,OTHER — United Kingdom,52.62926,1.29788,"Norwich, United Kingdom",,,,,Toby House,
L & B (Norwich) Ltd,distributor,OTHER — United Kingdom,52.62926,1.29788,"Norwich, United Kingdom",442000000000,elliott@lbnorwich.co.uk,,Elliot Buys,Toby House,
Secker & Sons,distributor,OTHER — United Kingdom,52.62926,1.29788,"Norwich, United Kingdom",,,,,Toby House,
"Thompson, MD. Electrical Wholesalers Ltd",distributor,ELECTRICAL — United Kingdom,52.62926,1.29788,"Norwich, United Kingdom",442000000000,,,,Toby House,
Medlock Electrical Distributors - Norwich,distributor,ELECTRICAL — United Kingdom,52.6306,1.38141,"Broadland Gate, United Kingdom",442000000000,,,,Contact,
Rexel Tamworth,distributor,ELECTRICAL — United Kingdom,52.63358,-1.69103,"Tamworth, United Kingdom",,,,,Liam Cook,
BPX Electro Mechanical Co Ltd,distributor,ELECTRICAL — United Kingdom,52.63688,-1.13976,"Leicster, United Kingdom",441000000000,,,,Contact,
Leicester Ventialtion Systems Ltd,distributor,OTHER — United Kingdom,52.63688,-1.13976,"Leicester, United Kingdom",441000000000,,,,Liam Cook,
Next Retail Ltd,distributor,OTHER — United Kingdom,52.63688,-1.13976,"Leicester, United Kingdom",448000000000,,,,Liam Cook,
Switch Electrical Wholesale Limited Leicester,distributor,ELECTRICAL — United Kingdom,52.63688,-1.13976,"Leicester, United Kingdom",,,,,Liam Cook,
033 Edmundson Electrical Norwich,distributor,ELECTRICAL — Norwich — United Kingdom,52.65208,1.26032,"The Frenbury Estatre, Norwich, NR6 5DP, United Kingdom",01603 405123,rob.beck@eel.co.uk,,ROB BECK,Liam Cook,L.Cook@zip-clip.com
Boys & Boden Ltd (Head Office) - Welshpool,distributor,OTHER — United Kingdom,52.66035,-3.14641,"Welshpool, United Kingdom",442000000000,,,,Liam Cook,
Craven Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,52.66035,-3.14641,"Welshpool, United Kingdom",442000000000,,,,Liam Cook,
CT Electrical,distributor,ELECTRICAL — United Kingdom,52.66035,-3.14641,"Welshpool, United Kingdom",448000000000,,,,Liam Cook,
Marston Electrical,distributor,ELECTRICAL — United Kingdom,52.66035,-3.14641,"Welshpool, United Kingdom",448000000000,lewis@marstonelectrical.co.uk,,Lewis Marston,Liam Cook,
Parry & Evans Ltd,distributor,OTHER — United Kingdom,52.66035,-3.14641,"Welshpool, United Kingdom",442000000000,,,,Liam Cook,
Shannon Wholesale Electrical Ltd,distributor,ELECTRICAL — Ireland,52.66384,-8.62673,"Limerick, Ireland",00353 61 416433,dan@lectri-call.co.uk,,,Contact,
Reinforcement Solutions Ltd,distributor,OTHER — United Kingdom,52.66688,-2.13149,"Stafford Road, United Kingdom",442000000000,,,,Liam Cook,
Total Construction Supplies (Northern),distributor,OTHER — United Kingdom,52.66688,-2.13149,"Stafford Road, United Kingdom",0109 624220,,,,Liam Cook,
Unitrunk Wolverhampton,distributor,OTHER — United Kingdom,52.66688,-2.13149,"Stafford Road, United Kingdom",442000000000,livingston@unitrunk.co.uk,,,Liam Cook,
Rob Morgan Electrical,distributor,ELECTRICAL — United Kingdom,52.66956,-0.72662,"Oakham, United Kingdom",442000000000,,,,Liam Cook,
Eyre & Elliston Ltd - Leicester,distributor,OTHER — United Kingdom,52.67198,-1.09117,"Thurmaston, United Kingdom",441000000000,,,,Liam Cook,
WM Building Services,distributor,OTHER — United Kingdom,52.67198,-1.09117,"Thurmaston, United Kingdom",441000000000,,,,Liam Cook,
Ample Power,distributor,ELECTRICAL — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",448000000000,,,,Liam Cook,
BEW Electrical Distributors Ltd - Telford,distributor,ELECTRICAL — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",,,,,Liam Cook,
Corb Electrical,distributor,ELECTRICAL — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",4410000000000,,,,Liam Cook,
Dodd Group,distributor,OTHER — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",442000000000,,,,Liam Cook,
McPhillips,distributor,OTHER — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",442000000000,pgibbons@mcphillips.co.uk,,Paul Gibbons,Liam Cook,
Rexel - Telford,distributor,ELECTRICAL — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",,,,,Liam Cook,
The Acoustics Company,distributor,OTHER — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",01952 947390/ 947388,,,,Liam Cook,
Ventilair UK Ltd,distributor,OTHER — United Kingdom,52.67625,-2.48266,"Telford, United Kingdom",442000000000,,,,Liam Cook,
Chase Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,52.67751,-2.02912,"Bridgtown, United Kingdom",442000000000,,,,Liam Cook,
BBC Electrical Wholesalers (Midlands) Ltd,distributor,ELECTRICAL — United Kingdom,52.67994,-1.92178,"Burntwood, United Kingdom",442000000000,ian@bbcelectrical.co.uk,,"Ian Lyall,",Liam Cook,
Ventilation Warehouse (Europe) Ltd,distributor,HVAC — United Kingdom,52.67994,-1.92178,"Burntwood, United Kingdom",442000000000,stuart@ventilation-warehouse.co.uk,,Stuart Freeman,Liam Cook,
Ecotronic Projects Ltd,distributor,OTHER — United Kingdom,52.69994,-2.02183,"Cannock, United Kingdom",448000000000,,,,Liam Cook,
Ecotronic UK Ltd,distributor,OTHER — United Kingdom,52.69994,-2.02183,"Cannock, United Kingdom",448000000000,,,,Liam Cook,
Pulse Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,52.69994,-2.02183,"Cannock, United Kingdom",442000000000,,,,Liam Cook,
Robson Products,distributor,OTHER — United Kingdom,52.69994,-2.02183,"Cannock, United Kingdom",442000000000,,,,Liam Cook,
BEW Electrical Distributors Ltd - Shrewsbury,distributor,ELECTRICAL — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",,,,,Josh Wade,
CRS Electrical,distributor,ELECTRICAL — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,info@crselectrical.com,,Charlie Storey,Josh Wade,
DRE Contractors,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",448000000000,,,,Josh Wade,
